poster_id,post_id,categories,num_category_text
60c0d6f6000000000101eafc,663db267000000001e01d69d," 享受春风, 享受春风",0
60c0d6f6000000000101eafc,663b014d000000001e02ff26,"有肉 正装, 来源于穿衣,  西装, 英伦风,  英伦风, 好的凸显身材","4, 0, 12"
60c0d6f6000000000101eafc,6636f558000000001e0278ee,"出自己的风, 出自己的风格",12
60c0d6f6000000000101eafc,6634ce27000000001e02dc8f,穿过牛仔裤,7
60c0d6f6000000000101eafc,66306597000000001e01ec1f," 白衬衣, 白衬衣",18
60c0d6f6000000000101eafc,662c904f000000001c009b51,乐高花植系,12
60c0d6f6000000000101eafc,6621f55a000000000d033093,"，吹吹江风, 太阳特舒服, 光正好微风,  晚上很推荐","0, 12"
60c0d6f6000000000101eafc,6614f09a000000001b00f492,华龙龙运衫,6
60c0d6f6000000000101eafc,661203d000000000040197d7,想要好身材,12
60c0d6f6000000000101eafc,65ed343200000000120349ea,"恤..衬衣, 衣..羽绒, ..羽绒服, 穿..体恤","4, 18"
60c0d6f6000000000101eafc,65e6884f000000000600d218,没找蘑菇头,12
60c0d6f6000000000101eafc,65d967f6000000000b00e918,"衣服, 衣",4
60c0d6f6000000000101eafc,65d599fb000000000b0181d5,我的花衬衣,18
60c0d6f6000000000101eafc,65d18452000000000b0152f7,潮流显眼包,12
60c0d6f6000000000101eafc,65c5d3750000000011006398,潮流显眼包,12
60c0d6f6000000000101eafc,65bdcf0900000000020232af,"男生休闲风, 洗做旧卫衣, 做旧工装,  做旧工装, mber夹克","0, 10, 4"
60c0d6f6000000000101eafc,65b89bc3000000000a032cfc," 牛仔衬衣, K 马丁靴, 了 牛仔裤","8, 7, 18"
60c0d6f6000000000101eafc,65b4ab4b000000001100c6f7,"单一产区系, 以品鉴三款, 的都独具风",12
60c0d6f6000000000101eafc,65b1ec03000000000c007ae1,"做旧工装,  做旧工装, 做旧工装夹克","4, 10"
60c0d6f6000000000101eafc,65af483c0000000011000b60," 皮衣搭配, 皮衣,  皮衣, 皮衣搭配","4, 6"
60c0d6f6000000000101eafc,65ab512f000000000a032e9a,复古大黄靴,8
60c0d6f6000000000101eafc,65a9f263000000002803d362,"TD 除鞋, 所穿搭的服, 美式学院风, 计，学院风, 上金丝眼镜,  龙年新装, er的服装, TD 除鞋子, 穿搭的服饰, ger眼镜, 而红色呢搭配","4, 12, 8, 9, 1"
60c0d6f6000000000101eafc,65a8b5ef0000000028029c57,"age 马甲, age 外套, mme 鞋子, mme 鞋,  	 衬衣, age 裤","12, 8, 18, 10, 7"
60c0d6f6000000000101eafc,65a249fc000000000f01d152,"库 牛仔外套, d 牛仔裤, age 帽, 别有一般风,  黑色T恤, 做旧工装,  做旧工装, 恤👕：优衣, age 帽子, 做旧工装夹克","0, 4, 12, 18, 10, 7"
60c0d6f6000000000101eafc,659a182100000000120012c7," 内衬体恤, 街头, e 超酷鞋,  街头, ，用橘色外套, 库 牛仔裤, 恤👔：优衣, e 超酷鞋子","12, 8, 18, 10, 7"
60c0d6f6000000000101eafc,6586b06b000000000703a52c,"优衣库 毛, CO 项链, CCO 项链, 怎么去穿衣, MME 鞋, 品牌的服装, MME 鞋子, 怎么去穿衣服, 优衣库 毛衣, ord 裤, 么去穿衣服","4, 8, 11, 6, 15, 7"
60c0d6f6000000000101eafc,6583bc4400000000060224fe,"衣库 开衫, EI 羽绒, ANB 裤, ARA 鞋子, 班穿搭 内搭,  好搭的裤, ARA 鞋, 搭👔：优衣, I 羽绒服","4, 17, 8, 6, 7"
60c0d6f6000000000101eafc,6582951e0000000006021da5,"搭配牛仔裤, 了，穿卫衣, 套上羽绒服, 边套上羽绒,  减龄卫衣, 很减龄 搭配","4, 17, 12, 6, 7"
60c0d6f6000000000101eafc,65780fcf0000000009024a39,男生休闲风,0
60c0d6f6000000000101eafc,6574117d0000000009023dcf,"lab 配饰, ANB 裤, NER 鞋子, ab 配饰, NER 鞋, td 上衣","8, 6, 10, 7"
60c0d6f6000000000101eafc,656ac9860000000007008adb," 派 🧥毛衣, d 👔衣服,  派 🧥毛, CE 👖裤,  好搭的裤, 常好看的搭配, 计师 👟鞋子, td 👔衣服, td 👔衣, 计师 👟鞋","4, 12, 8, 11, 7"
60c0d6f6000000000101eafc,656883aa000000000f02668c,"se 👟鞋子, se 👖裤, td 🧥外套, se 👟鞋","8, 6, 10"
60c0d6f6000000000101eafc,656581380000000033007a6e,"ER 👟鞋, NB 👖裤, 其他颜色搭配,  蓝色系, ER 👟鞋子, 蓝色系, 议大家卫衣","8, 6, 9, 12"
60c0d6f6000000000101eafc,6562b8a1000000003202da74,"👔👖衣服裤,  	 👟鞋, 滑雪穿的衣,  套装, 配卫衣体恤, 套装, 很好看版型, 裤子单独搭配, 雪穿的衣服, 滑雪穿的衣服,  	 👟鞋子","4, 12, 8, 18, 10, 7"
60c0d6f6000000000101eafc,65615ea0000000003300002f,推荐,12
60c0d6f6000000000101eafc,6555dba4000000000f02957f,"不怕冻 鞋子, 不怕冻 鞋, 滑雪装,  滑雪装, ear 系","8, 10, 17"
60c0d6f6000000000101eafc,6552d8230000000033000c82,咯！ 同款,12
60c0d6f6000000000101eafc,654f524a000000003202ef7d,"的氛围 包, 满环保的元素, 许多艺术装, 合作的两款","6, 1, 12"
60c0d6f6000000000101eafc,654e18ed0000000033008342,"：整体服装, 宝藏饰品, ️：整体服, ite 项链, 这样使用配饰,  衬衣, 选择单色系, 宝藏饰, 活中穿戴饰品, 动的颜色搭配, td 衬衣, te 项链, rge 手链, 活中穿戴饰, 有简单的款","4, 12, 9, 18, 6, 15, 1"
60c0d6f6000000000101eafc,654cb6e9000000000f02a6ae,"眼镜, 右滑摘眼镜",9
60c0d6f6000000000101eafc,654314100000000004038259,"着真的很搭配, ，摊位，包, 很多艺术装","1, 17, 12"
60c0d6f6000000000101eafc,6533dcda00000000250089a3,"的套房 项链, 走的贵气风, 配饰, 记得了 外套, ☘️ 衬衣,  配饰, 套房 项链, ：GU 裤","12, 18, 6, 10, 15, 7"
60c0d6f6000000000101eafc,65353cbf0000000025020359,腕表全新系,9
60c0d6f6000000000101eafc,65320fdc0000000025016ec3,"。肩膀版型,  时装, 款外套。肩,  明天时装, 秋日大衣, 可以凸显身材, 们家的衣服, 你心仪的外套,  秋日大衣, 他们家的衣, 们家的长款, 他们家的衣服","4, 17, 12, 6, 10"
60c0d6f6000000000101eafc,652f6b76000000001a023633,"色高腰宽款, 牛仔衬衣搭配, 1s1 鞋子, 高腰宽款外套, 靴穿搭 衣, 1s1 鞋, 穿搭 衣服, 靴穿搭 衣服, 款外套 裤, 经典大黄靴","4, 8, 9, 18, 10"
60c0d6f6000000000101eafc,652e0183000000001c017e76,"能并存的衣,  防风,  今天我搭配, 能并存的衣服, 定要能防风, 家在户外装, 搭配的这款, ，整体版型, 并存的衣服, 性的运动裤,  冲锋衣","4, 7, 0, 12"
60c0d6f6000000000101eafc,651127930000000016033f6e,"，这件卫衣, 男装,  男装, 他们家衣服,  他们家衣服","4, 10, 12"
60c0d6f6000000000101eafc,650fb501000000001603155e,"易近人，鞋子, 蓝色卫衣搭配,  卫衣, 色运动短裤, 跟其他服饰,  蓝色的衣服, 配一个背包, 蓝色的衣服, 一个棒球外套, 易近人，鞋, 于秋日卫衣","4, 17, 12, 8, 10, 7"
60c0d6f6000000000101eafc,650e977500000000130343f2,"二步：衬衣, ：丢掉长裤, 个厉害的配饰, 让你的正装, 厉害的配饰, ，换上短款","4, 12, 18, 6, 7"
60c0d6f6000000000101eafc,650d8dfa0000000014026d05,"花艺店联系, 中的艺术装, 别有一番风","6, 12, 1"
60c0d6f6000000000101eafc,650bcebc0000000013035601,"二套灯芯绒, 套灯芯绒裤","6, 7"
60c0d6f6000000000101eafc,64e9e9df000000000103e7ab," 风, 风",0
60c0d6f6000000000101eafc,64e9959a000000000800d5db,"厚底防滑款, .溯干衣服, 巾.遮阳帽, 防水手机包, 备.溯干衣, 子.溯溪鞋, 咯 溯溪装, 水包.泳镜, 防滑款.毛, 溯干衣服裤, 备.溯干衣服","4, 17, 12, 8, 3, 16, 7"
60c0d6f6000000000101eafc,64e45f01000000001201a819," 用镜,  用镜头, 用镜, 用镜头",9
60c0d6f6000000000101eafc,64e2e4da000000000b02b7ef," 学院风, ​ 学院风,  时装,  耀上街头, 刘雨昕同款, 时装","4, 12"
60c0d6f6000000000101eafc,64bf72d1000000000c0366a8," 👫: 搭配,  都市风格, 必入款,  都市风, 都市风格, 。 当衣服, 👚T恤, 息。 当衣服,  必入款, 息。 当衣, 点. 👖裤, 搭配休闲鞋, 都市风","0, 4, 12, 8, 18, 7, 1"
60c0d6f6000000000101eafc,64be0408000000000800d28b," 🛍️ 装, 👕 球衣造型, 选择合身款, 城市网球风, 篮球队球衣, 席：运动风, 用镜头, 用镜,  球衣造型, 准备：球鞋, 动风的双肩, 鞋、运动裤, 💪 💼 包","4, 0, 17, 12, 8, 9, 6"
60c0d6f6000000000101eafc,64bca2a30000000017018e2a,"服, 说一芭比风, 服装, 初夏假日风","4, 0, 12"
60c0d6f6000000000101eafc,64ba0878000000000c037553," 联名衣服, ️ 联名衣, ️ 联名衣服","4, 6"
60c0d6f6000000000101eafc,64b8b8af000000001201dc20,906r系,9
6099eedb00000000010062e3,663effd1000000001e02c6b3,"polo衫, XG零压系","6, 9"
6099eedb00000000010062e3,663c5181000000001e01a727,"聚会还是头, 慢家伙碰头",12
6099eedb00000000010062e3,6638b057000000001e0373b6,"速写男装,  衬衫搭配, 慢家伙碰头, 把白色T恤, 一双德比鞋, 速写的花衬衫, 阔腿休闲裤,  速写男装, 休闲裤 搭配, 白色T恤内搭,  衬衫, 写的花衬衫","8, 7, 12, 18"
6099eedb00000000010062e3,66308791000000001e01d216,"日潮单品,  潮流眼镜,  日潮单品, 买了新眼镜","9, 12"
6099eedb00000000010062e3,662e37be000000000d030d47,很酷 球鞋,8
6099eedb00000000010062e3,66294d72000000001c00ad44,"逛街选选衣服, 逛街选选衣, 街选选衣服",4
6099eedb00000000010062e3,66277da8000000001c007dea,"POLO衫, 衫的不同搭配, 条灰色工装, polo衫, 的感觉 裤, 了 同色系","4, 6, 9, 7"
6099eedb00000000010062e3,661f71cc000000000d031d67,"O3N 鞋, ter 包, O3N 鞋子, ke 墨镜, 美拉德色系, OOM 裤, polo衫","17, 12, 8, 9, 6, 7"
6099eedb00000000010062e3,66138b8c000000000401accb,"太平鸟男装,  整体版型, 型是很显瘦, 增加慵懒风,  我这里搭配, 白色休闲裤, polo衫, 黑色乐福鞋","0, 12, 8, 6, 7, 2"
6099eedb00000000010062e3,6610c13e000000001b00a69c,天和条纹衫,6
6099eedb00000000010062e3,660a3bc6000000001a014a77,"带来一期鞋,  鞋, 带来一期鞋子,  鞋子",8
6099eedb00000000010062e3,65fe48ea000000001203208e,"了 但是鞋, 了 但是鞋子",8
6099eedb00000000010062e3,65f7e5ea0000000013024d4a," T字头, T字头",12
6099eedb00000000010062e3,65e91fb3000000000b00df05,"天 真舒服, 穿漂亮衣服, 穿漂亮衣","1, 12"
6099eedb00000000010062e3,65e56f07000000000b018113,"复古大黄靴, 男孩必备款, tage风, 68 工装, 宽松拖地裤, 洗做旧卫衣, 刚需牛仔裤, tage风格, 是一期新衣","4, 12, 8, 6, 7"
6099eedb00000000010062e3,65e1a8bb000000000b022a44,"ica 外套, 搭出门舒服, 服 	 马甲, 568 帽子, ica 项链, ca 项链, 568 帽, rmy 裤, 保温杯里装, ON 衬衫, SON 衬衫","12, 18, 10, 15, 7"
6099eedb00000000010062e3,65dc43b8000000000b02306b,"慵懒风来搭配, mber夹克, 复古慵懒风","0, 10"
6099eedb00000000010062e3,65d1c2e8000000000b02161a,潮流显眼包,12
6099eedb00000000010062e3,65bb83f6000000000a031690,潮流显眼包,12
6099eedb00000000010062e3,65ae1ecf000000001100213e,"复古大黄靴, ge必备单品, 三种不同风,  工装, 工装, 靴的不同搭配, 三种不同风格, 品 大黄靴","8, 6, 0, 12"
6099eedb00000000010062e3,659baabc000000001101b2e0,"恤换成无袖, 往的白T恤, 闭眼穿搭搭配, 细节就是内搭, 成了痞帅风, 换成无袖背心","6, 17, 12, 18"
6099eedb00000000010062e3,6597efae0000000012007b2e,"联名款卫衣, 版型呼应鞋, 版型呼应鞋子, 米白色的夹克, 二马联名款, 	 牛仔裤,  立体版型, 足 	 外套","4, 12, 8, 6, 10, 7"
6099eedb00000000010062e3,6597afb6000000001101b861," 卡其色套装, 卡其色套装",6
6099eedb00000000010062e3,658ba5a1000000000f01f642,"穿牛仔套装, 就穿牛仔套装,  牛仔套装",4
6099eedb00000000010062e3,65867804000000000602bc2f,"宽松拖地裤, 12月上衣, 子 浅浅搭配, 买的三条裤, mber夹克","4, 7, 10, 12"
6099eedb00000000010062e3,6583a450000000000602afa7,"美拉德色系, 不烂大黄靴, 安全感 搭配","8, 12"
6099eedb00000000010062e3,658146e3000000000503ae52,"天顺便新衣, 又来格雷系, 做旧工装,  做旧工装, 格雷系, 做旧工装夹克","4, 10, 12"
6099eedb00000000010062e3,657ac9a40000000009023fe8,"宽松拖地裤,  来剪个头发, 己看起来瘦,  来剪个头","7, 2, 3, 12"
6099eedb00000000010062e3,653ca01a0000000023038edc,"色的户外夹克, 一条伞兵裤, 千禧风, 小椰子 搭配, 复古老爹鞋, 禧风老爹鞋, 一双千禧风","12, 8, 10, 7, 13"
5b209e8e4eacab1f1c6d5bc1,666806b8000000000d00dc05,"饰, 戴各种首饰, e 珍珠项链, 近入了几款,  首饰推荐, 夏日首饰搭配, ，夏日仙裙,  珍珠项链, aby珠搭配, 链/珍珠耳环, 戴是简约风, 琅项链/手镯, 首饰推荐, 饰品","6, 1, 15, 12"
5b209e8e4eacab1f1c6d5bc1,66664a740000000006004760,"上我的新衣, 上我的新衣服, 新颜色的包, 我的新衣服, 夏季包, 选择了这款","4, 10, 17, 12"
5b209e8e4eacab1f1c6d5bc1,6663eed8000000000d00dfa2,"一眼的普衣服, 优衣, 眼的普衣服, 一眼的普衣","4, 6, 12"
5b209e8e4eacab1f1c6d5bc1,665ec386000000000d00c61e,"各种大牌包, 首饰、衣服, 己的巨大衣, 、首饰、衣服, 包包、首饰, 到的特别款, 自己的巨大衣, 的巨大衣帽,  中古包","4, 6, 15, 12"
5b209e8e4eacab1f1c6d5bc1,66597cdd0000000005006f67,"味道！ 头, 段四重植毛, 量使用软毛","3, 12"
5b209e8e4eacab1f1c6d5bc1,6656a8570000000016010208," 礼物推荐, 礼物推荐",12
5b209e8e4eacab1f1c6d5bc1,665326a300000000050050e0,"满的中国风, go到造型, 我超爱买包, 小众包, ogo到造型","0, 17, 12"
60112b54000000000101eb61,662dfa8d0000000001032a60,"不一样的鞋,  显瘦, 的鞋子来搭配, 显瘦, 浓郁复古风, 不一样的鞋子, 都是基础款,  基础款","8, 2, 0, 12"
60112b54000000000101eb61,662b662c0000000001031a41,"一双超舒服,  显瘦, 显瘦, 力 我还搭配, 贝果勃肯鞋","8, 2, 12"
60112b54000000000101eb61,66236f520000000001005354,"是这几件衣服, 这几件衣服,  显瘦, 显瘦, 约干净的单品, 是这几件衣,  一裤, 坚持穿长裤","4, 7, 2, 12"
60112b54000000000101eb61,661e32e9000000000103044d," 显瘦, 大方的连衣, 精巧的版型,  神仙裙子, 显瘦, 没有裙, 没有裙子,  连衣裙,  连衣, vf轻礼服","4, 12, 9, 14, 2, 1"
60112b54000000000101eb61,6614dac1000000001a00e577,"义 考虑搭配,  晚风, 穿搭的尽头,  显瘦, 的搭出舒服, 晚风, 显瘦, 头是极简主义, 基础款的单品, 钟爱基础款","4, 2, 12"
60112b54000000000101eb61,660f7a08000000001a00e65c,"重要的是款,  开春新装, 棉时代睡衣, 开春新装, 舒适睡衣推荐, 换上家居服","4, 1, 11, 12"
60112b54000000000101eb61,660a629a000000001a012615,"需要过多元素, 春日街头,  显瘦, 显瘦","2, 12"
60112b54000000000101eb61,6607c4f4000000001a01659c,"，一件显瘦, da牛仔裤, N种不同风格, 加入胶囊衣, N种不同风, 天选择下装, 橱的牛仔裤","0, 4, 17, 6, 7, 2"
60112b54000000000101eb61,66051021000000001202335f," 显瘦, 种繁琐装饰, 饰和色彩搭配,  静奢风, 显瘦, 水 ”的单品, 的黑白色系, 各种繁琐装, 感 静奢风","0, 12, 9, 6, 2, 1"
60112b54000000000101eb61,65fe75d30000000012021939,"连衣裙, 色系对于搭配, 连衣, 及基础色系, 直筒西装裤, 针织衫, 直筒西装,  裙子,  针织衫,  直筒西装,  连衣裙, 裙子,  连衣","4, 9, 11, 14, 7"
60112b54000000000101eb61,65fbdb300000000012021de9,"最佳连衣裙,  显瘦, 三套不挑身材, 显瘦, 面料和版型,  连衣裙,  连衣, 日最佳连衣","4, 12, 6, 14, 2, 1"
60112b54000000000101eb61,65f5637c000000000d00f1ef,"一件基础款, 件基础款衬衫, 简约的风,  显瘦, 高的一件单品, 显瘦, 简约的风格, 或者作为内搭, 基础款衬衫,  衬衫,  基础款","0, 12, 18, 6, 2"
60112b54000000000101eb61,65f2d9e80000000012021096,"vf连体裤, 欲的个性元素, 复古连衣,  复古风,  复古连衣, 复古连衣裙, 复古风, 极简主义","0, 12, 14, 7, 1"
60112b54000000000101eb61,65eac9b200000000010282a3,"解锁不同风格,  一衣,  显瘦, 显瘦, 里的基础款, 解锁不同风, 件的经典单品,  牛仔外套, 开的牛仔外套, ” 每套搭配, 用的“一衣,  基础款","4, 0, 12, 6, 10, 2"
60112b54000000000101eb61,65e013d1000000000303650f,"日常搭配,  显瘦, 时髦的香风,  日常搭配, 显瘦, 小香风","2, 1, 12"
60112b54000000000101eb61,65d817cd0000000007007a22,"百搭基础款, 慵懒风,  显瘦,  慵懒风, 超舒适的鞋, 显瘦,  百丽女鞋,  时髦单品, 时髦单品, 超舒适的鞋子","0, 12, 8, 6, 2"
60112b54000000000101eb61,65d701640000000001029396,"明星同款, 同事换春装,  明星同款,  朗姿西装,  格雷系, 朗姿短外套,  朗姿短外套, 格雷系","4, 9, 10, 12"
60112b54000000000101eb61,65d1affa0000000001029d1d," 显瘦, 春版胶囊衣, 来给慵懒风, 基础款, 显瘦,  胶囊衣, 早春搭配,  早春搭配,  基础款","6, 2, 12"
60112b54000000000101eb61,65d059140000000007026a5d," 显瘦,  姐姐风, 显瘦, 不一样的风, 不一样的风格","0, 6, 2, 12"
60112b54000000000101eb61,65bf61eb000000002c02bf1c,"件宝藏毛衣, 质感和版型,  显瘦, 一件宝藏毛,  早春毛, 显瘦, 早春搭配,  早春毛衣, 格雷灰色系, 一件宝藏毛衣,  早春搭配,  灰色系","12, 9, 11, 6, 2"
60112b54000000000101eb61,65b1fde1000000002c02b1ea,"姐系风, 就是乱穿衣, 姐系与街头, 期气质姐系,  姐系风,  姐系, 早春搭配,  早春搭配","4, 12"
60112b54000000000101eb61,65a784ff000000002a016605," 老钱风, 街头感的搭配, 各种时髦元素, 老钱风,  自带街头","6, 12"
60112b54000000000101eb61,65a12610000000001d027fd7," 搭配好鞋子, 感+极简风, 静的格雷系,  搭配好鞋,  慵懒风,  穿着舒服,  长筒靴, 长筒靴, 不累高光鞋, 了穿搭 搭配,  灰色系","0, 4, 12, 8, 9"
60112b54000000000101eb61,659cf6aa000000001c01155d,一拍都是风,0
60112b54000000000101eb61,6590faa3000000001a0287be,"又修饰腿型, 鞋子, 款简约鞋靴, 靴子,  靴, 百搭又修饰, 秋冬经典款, 典款简约鞋,  靴子, 鞋, 鞋子推荐","8, 6, 12"
60112b54000000000101eb61,658f90b5000000001d02ad5f,"新年战袍, 不止红色系, y🥂 显瘦,  显瘦, 新春特别系, 化我们的身材, 连衣,  年会礼服,  连衣,  新年战裙,  新年战袍, 年会礼服, 明媚感战裙","4, 12, 14, 2, 1"
60112b54000000000101eb61,658f8cb7000000001102cf87,"半山包,  显瘦, 显瘦,  半山包, 是一期舒服","2, 12"
60112b54000000000101eb61,658e6d3a000000001500196c," 新款, 天分享四款, 包, 加整套造型, 增加整套造型, 众品味买包,  包包推荐, 包包推荐, 日常随意搭配","17, 12"
60112b54000000000101eb61,658e6b8e000000001101da13," 显瘦, 显瘦",2
60112b54000000000101eb61,658d3ca4000000001101f30a,"质穿搭 搭配,  显瘦, 告别脱下外套, 的金色首饰, 套时髦显瘦","4, 2, 10, 15"
60112b54000000000101eb61,657d7477000000003802c514,"神仙裙子,  神仙裙,  显瘦, 神仙裙,  神仙裙子, 显瘦, 大气又上镜","0, 2, 14"
60112b54000000000101eb61,6576e9f70000000038021b9a," 无惧寒风,  显瘦, 显瘦","0, 2"
60112b54000000000101eb61,6575a0c8000000003801c54f," 冬季型,  显瘦, 附我的羽绒, 冬季型, 显瘦, 我的羽绒服,  羽绒,  羽绒服","4, 6, 2, 10"
60112b54000000000101eb61,6572e3e90000000038025b2b," 拍照上镜, 就是问我头, 港风, 就是问我头发,  港风","9, 3, 12"
60112b54000000000101eb61,6569c1ec000000003a00fe03,"专属羽绒服, 穿着还显瘦, 羽绒服,  羽绒服推荐, 下专属羽绒, 羽绒服推荐, 羽绒, 古时髦 款","4, 6, 2"
60112b54000000000101eb61,656703bb000000003a00a134," 显瘦, 显瘦",2
60112b54000000000101eb61,6562c9bf0000000032024612,机取巧的服,6
60112b54000000000101eb61,65617688000000003202a30d," 显瘦,  将复古元素, 咖啡色系, 显瘦,  咖啡色系, 秋冬的街头","6, 2, 12, 9"
60112b54000000000101eb61,655ef6820000000032008617,"气质连衣裙, 气质连衣,  年会战袍, 年会战袍,  显瘦,  气质连衣,  年会礼服, 显瘦, 年会礼服, 美年会战裙","2, 1, 14, 12"
60112b54000000000101eb61,65598b05000000003103e26f," 显瘦, 力 时尚风,  不费力搭配, 显瘦","0, 2, 12"
60112b54000000000101eb61,6556e6f80000000032000ea7," 显瘦, 显瘦, 而且温度风, 属于穿秋裤, 适合实穿主义","0, 6, 2, 1"
60112b54000000000101eb61,65531594000000001f02fa96," 羽绒,  显瘦, 和色系的搭配,  短款, 显瘦, 度的羽绒服, 温度的羽绒, 搭廓形的款, 低饱和色系,  羽绒服","4, 12, 9, 6, 2"
60112b54000000000101eb61,654dca4d000000001b03730e," 显瘦, 就是直接搭配, 穿搭的尽头, 显瘦, 是怎么舒服","4, 2, 12"
60112b54000000000101eb61,654cb20f000000001b00e1b5,"致的心机单品, 层次感的搭配,  显瘦, 显瘦","2, 12"
60112b54000000000101eb61,654b515a0000000032000be3,"节中增添搭配,  显瘦, 显瘦","2, 12"
60112b54000000000101eb61,65474826000000001e023ca7," 棕色系, 质感棕色系,  显瘦, 显瘦","9, 2"
60112b54000000000101eb61,6541e2f9000000001f03822c," 显瘦, dvf连衣, 显瘦, 种很E的搭配, vf连衣裙","6, 2, 14, 12"
60112b54000000000101eb61,6540bfd7000000001e02ae6e,"是颜色和款,  显瘦,  长外套, 显瘦, 长外套","9, 10, 2"
60112b54000000000101eb61,65409d12000000001e028502,"羽绒服, 暖的羽绒服,  显瘦, 长款, 显瘦,  长款, 保暖的羽绒, 羽绒","4, 6, 2, 12"
60112b54000000000101eb61,653f7bc2000000001e023326,"节奏里 搭配,  显瘦, 显瘦","2, 12"
60112b54000000000101eb61,653b5bf1000000001e02eb4a," 显瘦, 显瘦",2
60112b54000000000101eb61,6538fa59000000001d016fc4,"兼得的羽绒,  羽绒服推荐,  显瘦, 得的羽绒服, 长款, 显瘦,  长款, 羽绒服推荐,  羽绒,  羽绒服","4, 6, 2, 12"
60112b54000000000101eb61,6537a3a000000000200017c8,"羊毛,  显瘦, 显瘦,  羊毛大衣, 羊毛大衣,  羊毛","2, 11"
60112b54000000000101eb61,6533a24f000000001e030257,"我的秋冬鞋子,  鞋子,  显瘦, 我的秋冬鞋, 显瘦,  鞋子推荐,  鞋, 鞋子推荐","8, 2"
60112b54000000000101eb61,65350341000000001e03f209,"老钱风,  老钱风, 常用的色系,  显瘦,  灰色毛, 穿搭 显瘦, 灰色毛衣,  灰色毛衣, 灰色毛,  灰色系","12, 9, 11, 3, 2"
60112b54000000000101eb61,65324214000000001e02ae4a," 大衣, 羊毛, 多种单品搭配, 十足的H型, 有着足够包, 穿的黑色大衣, 能与多种单品, 的黑色大衣,  羊毛","10, 11, 12"
60112b54000000000101eb61,653243e0000000001e02bab2,"装 基础款, 羽绒服,  显瘦, 黑色羽绒服, 础款也能搭配, 显瘦, 变换上下装,  秋冬外套, 羽绒, 件黑色羽绒, 秋冬外套","4, 12, 6, 10, 2"
60112b54000000000101eb61,6530f121000000001f03b70f,"同材质的裤, 法式针织毛, LI灯芯绒, 色毛针织衫, 花糖针织外套, 切换不同风格, 式针织毛衣, 法式针织毛衣, ONA西装,  小香风, 切换不同风, 失个性 搭配","4, 0, 12, 11, 6, 10, 7"
60112b54000000000101eb61,652aa800000000001e03da95," 显瘦, 黑色系, 显瘦,  黑色系, 同时轻松搭配","2, 12, 9"
60112b54000000000101eb61,652cfbc5000000001d016444,"不管是短款,  显瘦, 显瘦, 针织上衣, 种用温暖包, 是秋冬微风,  针织上衣, 还是长款外套, 管是短款内搭","0, 17, 12, 11, 10, 2"
60112b54000000000101eb61,652aa6e2000000001f03dea1,"暖厚实的大衣,  大衣,  显瘦, 厚实的大衣, 显瘦, 满西雅图风","0, 2, 10"
60112b54000000000101eb61,65296f6b000000001e03dfed," 大衣,  老钱风,  显瘦, 显瘦, 老钱风大衣, 雅的老钱风, 的老钱风大衣, 也想舒舒服","2, 10, 12"
60112b54000000000101eb61,652917460000000020001daf,"要精致到头,  显瘦, 要精致到头发,  小香风, 显瘦, 小香风","2, 3, 12"
60112b54000000000101eb61,65251c28000000001f0346f7,"会秋季新风,  基础款大衣, 基础款大衣, 套 基础款, 都在线的外套, 质感、版型, /小众色系,  与所有内搭","0, 10, 12"
60112b54000000000101eb61,65250a1c000000002000266a," 显瘦, 时髦干练风, 显瘦, 美拉德色系, 裁简约 包, 高的经典单品","0, 6, 2, 12"
60112b54000000000101eb61,65153307000000001f00408b," 显瘦, 知识分子风, 显瘦, 少得了正装,  早秋西装","4, 2, 12"
60112b54000000000101eb61,651531af000000001d015cba," 显瘦,  明亮色系, 显瘦","2, 9"
60112b54000000000101eb61,65154e4f000000001e00faeb," 显瘦,  轻熟风, 显瘦, 姐姐系,  姐姐系, 轻熟风","0, 2, 12"
60112b54000000000101eb61,65154c67000000001e03d0ff," 显瘦, 显瘦, 的基础款单品, 感的基础款, 的黑白色系, 演绎不同风格, 演绎不同风,  基础款","0, 12, 9, 6, 2"
60112b54000000000101eb61,6513e76e000000001e0236bd," 显瘦, 显瘦连衣裙, 气的连衣裙, 显瘦, 大气的连衣, 巧妙勾勒身材,  显瘦连衣","4, 12, 6, 14, 2"
60112b54000000000101eb61,65112cdc000000001e0296bd," 大衣,  老钱风, 享几套长款,  显瘦, 过的老钱风, 显瘦, 几套长款大衣, 套长款大衣, 致剪裁的单品","2, 10, 12"
60112b54000000000101eb61,650bfa87000000001f0351d6,"围感是大衣,  大衣, 羊毛,  显瘦,  羊毛羊绒, 羊毛羊绒, 穿的百搭单品, 天分享三款, 显瘦, 款基础色系, 氛围感是大衣,  羊毛","4, 12, 9, 11, 10, 2"
60112b54000000000101eb61,65094350000000001e033f10,"保暖内衣, 暖的同时搭配, 皮保暖内衣","4, 12"
60112b54000000000101eb61,65069dc9000000001f039ca6,"绝还很显瘦, 归下黑色系","2, 12"
60112b54000000000101eb61,6503d6600000000020000dec," 显瘦,  走路带风,  女绅士风, 显瘦, 溯源羊毛系, 可溯源羊毛","0, 12, 11, 6, 2"
60112b54000000000101eb61,6503d74c000000001e031f08," 极简风,  显瘦, 极简风, 显瘦","2, 12"
60112b54000000000101eb61,6502b767000000001e03cd39," 显瘦, 出片 回头, 显瘦, 姐姐系,  姐姐系","2, 12"
